medallion,hack_license,vendor_id,rate_code,store_and_fwd_flag,pickup_datetime,dropoff_datetime,passenger_count,trip_time_in_secs,trip_distance,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude
24929E5F008DBC4C0E551B957F619910,F7C8E4BC689563E4562A9F52A04EE619,CMT,2,N,2013-01-08 10:38:07,2013-01-08 11:16:45,2,2317,20.00,-74.007858,40.705116,-73.789879,40.643303
BDEEBD1061513B74A562C671996AC37D,4AD765DA056982FF3FBB07B15E3EE833,CMT,1,N,2013-01-10 12:44:00,2013-01-10 12:46:33,1,153,.60,-73.995338,40.744701,-73.993591,40.737778
09C6A58617D39C6AF257965FE1EADADD,9E0AC254B3663DCB83FB6D514AA94F33,CMT,1,N,2013-01-07 07:00:28,2013-01-07 07:03:37,1,188,.80,-73.989571,40.756386,-73.980858,40.761368
F1C59489D7073DD8F1838DD0E905F47D,41BD3F0A3B9F226AF061931FECE16869,CMT,1,N,2013-01-07 19:28:53,2013-01-07 19:37:19,2,506,1.90,-73.99514,40.754845,-74.00518,40.728897
826C0A320CFC98F461EA887C2F9D1509,AB97FEEAF9D7C32566773EA33D18E4AA,CMT,1,N,2013-01-08 11:19:08,2013-01-08 11:35:19,1,970,1.80,-73.993645,40.75573,-73.984528,40.762451
84EF36B5618476EF69CAA413F8464108,BAC3A898EA6DE003F54EFFF3594BEE41,CMT,1,N,2013-01-05 09:50:38,2013-01-05 09:57:22,1,403,1.70,-73.999763,40.743454,-73.978607,40.752537
251012565308E6E0E67550CFBBD253AB,8B204068A2EB2F13F762C05AC1F0B075,CMT,1,N,2013-01-05 19:52:03,2013-01-05 20:08:02,4,959,3.50,-73.999146,40.734352,-73.983322,40.773598
B35B40A7C6563AAC24DF7566CD3434E1,D28B1ABE1ED4B3DC3C2C8B9D949F123A,CMT,1,N,2013-01-07 16:31:19,2013-01-07 16:35:07,1,227,.60,-73.990356,40.749485,-73.990852,40.756248
281BD3C8825FF093DCEC21A7E65697CE,2C2E05D913DBB61C7E5B334FFAEF6132,CMT,1,N,2013-01-07 18:03:30,2013-01-07 18:14:02,1,632,.50,-73.982033,40.783218,-73.957726,40.80088
BDEEBD1061513B74A562C671996AC37D,4AD765DA056982FF3FBB07B15E3EE833,CMT,1,N,2013-01-10 12:19:05,2013-01-10 12:25:40,1,394,.40,-73.964081,40.76532,-73.967987,40.762878
6C8288A327BA30EC477E601902DEE83A,56513BD62A237C81681F8A6225F150FE,CMT,1,N,2013-01-10 09:36:18,2013-01-10 09:39:10,1,171,.40,-74.00016,40.721786,-74.004173,40.716911
4351ACEF683BECBD3E283F324EB78460,D60F62D8BFC273D4B886BFC51EF3434A,CMT,1,N,2013-01-08 12:40:22,2013-01-08 12:44:38,1,256,.90,-73.977966,40.745564,-73.979599,40.735664
A954A71B6D44265AE756BF807E069396,D5CA7D478A14BA3BBFC20153C5C88B1A,CMT,1,N,2013-01-07 10:05:50,2013-01-07 10:13:17,1,446,1.10,-73.98909,40.748367,-73.974983,40.756035
6502AF8DFACB2ED1E98C8E19E1F9B1FD,8F57E218C49D5545AF62D9EF159B625D,CMT,1,N,2013-01-07 10:42:22,2013-01-07 10:48:05,1,342,1.00,-73.975433,40.752464,-73.975189,40.741436
50C1AEB304BCE14FCE2D6339B675393C,67DE3661852881262093FF46250AF928,CMT,1,Y,2013-01-10 15:08:42,2013-01-10 15:16:54,2,491,1.50,-74.003731,40.726925,-73.998352,40.745613
A5A8A43BC46B1407C12AC4D4E336BF29,F1FD273B5311056AEAEC7CFCFA3A019A,CMT,1,N,2013-01-07 16:33:18,2013-01-07 16:35:17,1,119,.20,-73.978653,40.752361,-73.980858,40.747856
D0AA7AE64A25B645CD2E4556E691EC0F,200D138C6C8CCA3578BA28B280FBC4E4,CMT,1,N,2013-01-10 14:27:05,2013-01-10 14:29:42,1,156,.20,-73.977982,40.742004,-73.981308,40.743031
237F49C3ECC11F5024B254268F054384,93C363DDF8ED9385D65FAD07CE3F5F07,CMT,1,N,2013-01-07 12:21:46,2013-01-07 12:26:23,1,277,.90,-73.95079,40.714039,-73.940895,40.721325
590D90160BD7C2673D47DBF107B10B3E,E3720119A91AB7C7A329088269009487,CMT,1,N,2013-01-07 22:21:59,2013-01-07 22:38:16,1,976,4.50,-73.995682,40.679161,-73.991219,40.733498
B14118AD4BF381D80035EF546CE7AEFA,9DCEE90343F24D475B3A19A3F10AE801,CMT,1,N,2013-01-10 15:34:30,2013-01-10 16:01:54,3,1643,4.40,-74.010124,40.720692,-73.979279,40.758221
50296A056AF5D221536DC98ABB1E3274,4F3E6D0E69CABD8954F8A126D54C5C20,CMT,1,N,2013-01-08 00:30:46,2013-01-08 00:45:42,1,895,6.70,-73.99482,40.743816,-73.954865,40.820244
2D4B95E2FA7B2E85118EC5CA4570FA58,CD2F522EEE1FF5F5A8D8B679E23576B3,CMT,1,N,2013-01-07 16:04:30,2013-01-07 16:07:07,1,157,.70,-73.954712,40.789288,-73.96611,40.789959
78FFD9CD0CDA541F335EF8B38FB494D6,E949C583ECF62C8F03FDCE1484954A08,CMT,1,N,2013-01-10 14:30:37,2013-01-10 14:47:04,3,987,2.20,-73.955818,40.787796,-73.976006,40.760063
E9BA494DC1A1F26D186394EFBB8327CF,BBF604B3A2426BFBAAC982AAAA0BF1B5,CMT,1,N,2013-01-01 16:46:15,2013-01-01 16:56:03,1,587,2.80,-73.959908,40.806396,-73.983292,40.775673
CD847FE5884F10A28217E9FBA11B275B,5FEFD00D9773268B72EE4E879852F190,CMT,1,N,2013-01-08 11:41:59,2013-01-08 11:51:43,1,584,3.20,-73.971962,40.749996,-73.949791,40.72604
50296A056AF5D221536DC98ABB1E3274,4F3E6D0E69CABD8954F8A126D54C5C20,CMT,1,N,2013-01-08 02:09:40,2013-01-08 02:14:39,2,299,1.30,-73.998047,40.74577,-73.990494,40.761196
A5A69FAD94C3DC7854F9DDEA994B6380,178BA04DD1A4E3A184C86AA3F110A742,CMT,1,N,2013-01-10 11:02:44,2013-01-10 11:11:37,1,533,1.50,-73.962318,40.77911,-73.981895,40.773785
333D72A3E9C09AD9EFBF79F549EFA67B,ED57BB723A58FFF10DCA8AC08AC1B103,CMT,1,N,2013-01-01 16:06:51,2013-01-01 16:22:18,2,927,1.80,-73.989059,40.750572,-73.973686,40.755997
333D72A3E9C09AD9EFBF79F549EFA67B,ED57BB723A58FFF10DCA8AC08AC1B103,CMT,1,N,2013-01-01 09:19:27,2013-01-01 09:21:52,1,145,.50,-73.954796,40.59893,-73.950531,40.604225
877AAB787A0BCD95781E7DA0770CCB1D,669DD2780CAF48FDADA9F55E816C7608,CMT,1,N,2013-01-07 20:48:02,2013-01-07 21:02:13,1,851,3.20,-73.97345,40.763561,-74.008682,40.730442
1944EB168702ED8E6B9FD94E988D0197,1D24DD6F12731B59E72DD7CF387F5011,CMT,1,N,2013-01-08 11:12:48,2013-01-08 11:25:47,1,779,1.70,-73.980438,40.76128,-73.990608,40.740143
26B6CDD419985C6F551F0FAE87EF3AA9,015760806341352ED97B0F79C8A873BC,CMT,1,Y,2013-01-06 22:29:04,2013-01-06 22:33:06,1,242,.70,-73.97522,40.751698,-73.986893,40.75592
FC82D4D00FE8AB93B2973EECB3559EA8,F554ED01B1DA0828B956446E40231C46,CMT,1,N,2013-01-05 21:28:33,2013-01-05 21:38:20,2,587,2.90,-73.966156,40.764412,-73.973183,40.792542
6893BD66639F1F6BD44F8AF1A2756145,C20D9C58D84686C59650065E23996936,CMT,1,N,2013-01-05 10:01:54,2013-01-05 10:06:32,1,277,.80,-73.957909,40.774628,-73.961441,40.764832
F6F7D02179BE915B23EF2DB57836442D,088879B44B80CC9ED43724776C539370,VTS,1,,2013-01-13 04:36:00,2013-01-13 04:46:00,5,600,3.12,-73.996933,40.720055,-73.993546,40.693043
BE386D8524FCD16B3727DCF0A32D9B25,4EB96EC9F3A42794DEE233EC8A2616CE,VTS,1,,2013-01-13 04:37:00,2013-01-13 04:48:00,2,660,3.39,-74.000313,40.730068,-73.987373,40.768406
E9FF471F36A91031FE5B6D6228674089,72E0B04464AD6513F6A613AABB04E701,VTS,1,,2013-01-13 04:41:00,2013-01-13 04:45:00,1,240,1.16,-73.997292,40.720982,-74.000443,40.732376
E4CF46763B08F900DC762EDEB6C37D2D,92A6C54F05688F8E5CD2E32BBCB4FBA9,VTS,1,,2013-01-13 04:39:00,2013-01-13 04:49:00,1,600,3.60,-73.993134,40.692734,-74.010071,40.720856
A5D125F5550BE7822FC6EE156E37733A,08DB3F9FCF01530D6F7E70EB88C3AE5B,VTS,1,,2013-01-13 04:37:00,2013-01-13 04:47:00,5,600,2.91,-73.966843,40.756741,-73.987885,40.722713
1E65B7E2D1297CF3B2CA87888C05FE43,F9ABCCCC4483152C248634ADE2435CF0,VTS,1,,2013-01-13 04:26:00,2013-01-13 04:46:00,1,1200,2.46,-73.956451,40.771442,-73.972733,40.74345
EE1513D432B07F7E0B5E2ED1EF629086,F31D261881520931062C011366E56A04,VTS,1,,2013-01-13 04:30:00,2013-01-13 04:44:00,6,840,5.21,-74.005455,40.740772,-73.967354,40.798096
90D83E0D0B4FF8DE2923C2977EF22C36,92153937578731DA2B1EC83D91E7FA3E,VTS,1,,2013-01-13 04:37:00,2013-01-13 04:44:00,2,420,2.21,-73.998657,40.74015,-73.98526,40.763435
A56F3CF07F1085B21C365C8D3CED7528,EC2EC41BDE2E812AB5B4881D54B6779F,VTS,1,,2013-01-13 04:32:00,2013-01-13 04:43:00,1,660,3.51,-73.954376,40.789677,-73.986755,40.757061
34191B0F711962DA5405CF75A7D520DD,037AEA184D39DEE88D5A1026BAB7F3A0,VTS,1,,2013-01-13 04:31:00,2013-01-13 04:48:00,1,1020,5.42,-73.989914,40.760544,-73.910805,40.764915
2111CFA825ECEE9430C3F075E8DC2E5A,3B23D23383A197F51D7B27F2C22D366A,VTS,1,,2013-01-13 04:30:00,2013-01-13 04:35:00,1,300,2.10,-73.963219,40.761696,-73.978546,40.740952
E5264BF2B41FA581408BDFD747234640,604D2DB02786BB98D83FFE8F1941E961,VTS,1,,2013-01-13 04:02:00,2013-01-13 04:37:00,3,2100,13.51,-73.984451,40.732834,-73.976036,40.606304
834DBD712775DC97F361886D81DD2D67,5356BA5BA6A91E70E05B42664AF15F5F,VTS,1,,2013-01-13 04:30:00,2013-01-13 04:37:00,1,420,1.56,-73.944519,40.809158,-73.952927,40.824116
AB68F50158A41A4CCB6DFFC7F0D43F93,CD7090567F1CA9696292D722E5F305EE,VTS,1,,2013-01-13 04:33:00,2013-01-13 04:35:00,3,120,.67,-73.980049,40.735142,-73.975029,40.741756
8B17A20F99817F9751EE8683E43B712E,DF72C57F328509CC364656C94021B9B9,VTS,1,,2013-01-13 04:19:00,2013-01-13 04:35:00,4,960,3.34,-73.962257,40.760571,-73.973259,40.748432
